603|6
550|6
651|5
759|5
335|5
947|5
952|5
464|5
977|5
700|5
370|5
818|5
165|4
394|4
784|4
435|4
626|4
450|4
204|4
868|4
983|4
131|4
714|4
151|4
154|4
763|4
150|4
205|4
371|4
322|4
512|4
497|4
502|4
821|4
565|4
263|4
704|4
726|4
865|4
815|4
701|4
971|4
112|4
120|3
161|3
185|3
300|3
305|3
539|3
640|3
812|3
816|3
933|3
974|3
175|3
255|3
295|3
521|3
530|3
537|3
616|3
688|3
773|3
817|3
830|3
190|3
191|3
208|3
258|3
274|3
444|3
477|3
496|3
561|3
563|3
721|3
867|3
936|3
986|3
168|3
216|3
434|3
498|3
586|3
613|3
715|3
770|3
813|3
840|3
866|3
170|3
178|3
245|3
248|3
285|3
404|3
407|3
518|3
568|3
618|3
624|3
687|3
727|3
771|3
843|3
905|3
117|3
428|3
442|3
531|3
542|3
632|3
668|3
689|3
729|3
826|3
948|3
136|3
324|3
443|3
482|3
574|3
628|3
654|3
663|3
671|3
737|3
819|3
893|3
937|3
960|3
973|3
227|3
396|3
405|3
412|3
447|3
620|3
643|3
690|3
703|3
732|3
907|3
126|2
139|2
167|2
233|2
240|2
247|2
266|2
268|2
306|2
310|2
418|2
421|2
476|2
486|2
494|2
520|2
546|2
577|2
584|2
642|2
673|2
683|2
730|2
762|2
850|2
877|2
961|2
998|2
187|2
196|2
230|2
236|2
272|2
278|2
378|2
446|2
489|2
510|2
524|2
544|2
559|2
691|2
702|2
710|2
741|2
742|2
823|2
923|2
966|2
109|2
148|2
156|2
273|2
280|2
301|2
317|2
334|2
406|2
445|2
459|2
472|2
499|2
556|2
581|2
617|2
648|2
666|2
696|2
739|2
755|2
765|2
780|2
790|2
808|2
827|2
846|2
909|2
919|2
955|2
965|2
999|2
163|2
186|2
206|2
215|2
302|2
323|2
336|2
348|2
359|2
487|2
501|2
608|2
633|2
660|2
685|2
697|2
724|2
760|2
764|2
767|2
834|2
118|2
174|2
223|2
290|2
304|2
375|2
456|2
470|2
475|2
503|2
515|2
516|2
522|2
594|2
609|2
621|2
657|2
713|2
740|2
777|2
786|2
793|2
809|2
857|2
883|2
914|2
922|2
988|2
138|2
158|2
162|2
188|2
218|2
252|2
284|2
357|2
381|2
400|2
422|2
590|2
665|2
695|2
753|2
756|2
757|2
761|2
768|2
783|2
792|2
794|2
831|2
892|2
908|2
921|2
953|2
997|2
102|2
153|2
160|2
231|2
243|2
251|2
269|2
314|2
377|2
390|2
429|2
458|2
460|2
462|2
528|2
629|2
630|2
638|2
662|2
799|2
836|2
849|2
861|2
881|2
904|2
931|2
950|2
964|2
985|2
113|2
135|2
164|2
177|2
194|2
198|2
207|2
213|2
338|2
346|2
361|2
397|2
448|2
452|2
567|2
649|2
708|2
746|2
751|2
766|2
795|2
820|2
848|2
910|2
107|1
111|1
122|1
149|1
182|1
203|1
239|1
249|1
259|1
291|1
294|1
320|1
325|1
327|1
350|1
408|1
479|1
506|1
538|1
552|1
566|1
576|1
600|1
604|1
610|1
631|1
694|1
712|1
747|1
781|1
835|1
882|1
928|1
932|1
951|1
970|1
105|1
119|1
143|1
155|1
209|1
229|1
308|1
354|1
356|1
373|1
374|1
383|1
411|1
413|1
436|1
437|1
463|1
508|1
589|1
598|1
606|1
639|1
699|1
711|1
743|1
745|1
782|1
824|1
870|1
880|1
887|1
898|1
915|1
962|1
981|1
124|1
127|1
137|1
142|1
179|1
219|1
232|1
254|1
267|1
275|1
279|1
281|1
283|1
299|1
342|1
365|1
385|1
388|1
392|1
409|1
440|1
455|1
483|1
555|1
587|1
588|1
595|1
614|1
644|1
676|1
682|1
720|1
723|1
728|1
733|1
735|1
736|1
801|1
842|1
845|1
852|1
871|1
873|1
878|1
927|1
945|1
978|1
984|1
141|1
144|1
199|1
201|1
270|1
293|1
318|1
341|1
343|1
345|1
349|1
358|1
367|1
419|1
424|1
427|1
451|1
453|1
457|1
488|1
491|1
519|1
554|1
571|1
583|1
615|1
677|1
684|1
705|1
722|1
752|1
822|1
875|1
901|1
938|1
980|1
171|1
183|1
200|1
202|1
226|1
228|1
234|1
271|1
313|1
326|1
362|1
364|1
461|1
481|1
493|1
507|1
553|1
575|1
692|1
802|1
805|1
814|1
858|1
863|1
897|1
903|1
930|1
939|1
976|1
982|1
100|1
106|1
121|1
125|1
140|1
166|1
221|1
246|1
256|1
276|1
292|1
309|1
312|1
319|1
337|1
344|1
363|1
425|1
426|1
536|1
545|1
591|1
593|1
597|1
612|1
667|1
669|1
698|1
709|1
718|1
748|1
806|1
828|1
838|1
847|1
925|1
941|1
942|1
944|1
968|1
991|1
993|1
101|1
114|1
159|1
169|1
173|1
184|1
253|1
329|1
372|1
386|1
398|1
433|1
441|1
480|1
492|1
509|1
523|1
551|1
585|1
602|1
607|1
611|1
623|1
661|1
664|1
774|1
775|1
791|1
825|1
833|1
860|1
876|1
917|1
979|1
123|1
133|1
146|1
152|1
210|1
265|1
288|1
360|1
382|1
399|1
415|1
468|1
473|1
495|1
529|1
532|1
549|1
599|1
650|1
686|1
717|1
719|1
725|1
738|1
785|1
839|1
885|1
895|1
946|1
989|1
992|1
